flight_number,call_sign,status,airline_name,airline_iata,airline_icao,aircraft_reg,aircraft_model,departure_airport_name,departure_airport_iata,departure_airport_icao,departure_timezone,departure_datetime,departure_datetime_revised,arrival_airport_name,arrival_airport_iata,arrival_airport_icao,arrival_timezone,arrival_datetime,arrival_datetime_revised
U2 7961,EZY7961,Arrived,easyJet,U2,EZY,OE-LUE,Airbus A320 NEO,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-02 05:20:00,2025-05-02 05:15:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 07:15:00,2025-05-03 06:54:00
EC 7961,EJU7961,Arrived,EasyJet Europe,EC,EJU,OE-LUE,Airbus A320 NEO,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-02 05:20:00,2025-05-02 05:15:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 07:15:00,2025-05-03 06:54:00
FR 6360,RYR29PY,Arrived,Ryanair,FR,RYR,EI-DPI,Boeing 737-800,Liverpool,LPL,EGGP,Europe/London,2025-05-02 04:45:00,2025-05-02 04:50:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 07:15:00,2025-05-03 07:00:00
A3 868,AEE868,Arrived,Aegean,A3,AEE,SX-DVM,Airbus A320,Athens,ATH,LGAV,Europe/Athens,2025-05-02 04:45:00,2025-05-02 05:04:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 07:10:00,2025-05-03 07:08:00
LY 5119,ELY5119,Arrived,El Al,LY,ELY,LY-BJZ,Boeing 737,Tel Aviv Yafo,TLV,LLBG,Asia/Jerusalem,2025-05-02 03:00:00,2025-05-02 03:57:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 06:45:00,2025-05-03 07:21:00
FL 9111,,Arrived,Air Leap,FL,LPA,,Boeing 737,Tel Aviv Yafo,TLV,LLBG,Asia/Jerusalem,2025-05-02 03:00:00,2025-05-02 03:00:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 06:45:00,2025-05-03 07:21:00
FR 2762,RYR2762,Arrived,Ryanair,FR,RYR,SP-RSD,Boeing 737-800,Copenhagen,CPH,EKCH,Europe/Copenhagen,2025-05-02 05:55:00,2025-05-02 05:55:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 07:45:00,2025-05-03 07:24:00
U2 2937,EZY78KA,Arrived,easyJet,U2,EZY,G-EZTB,Airbus A320,Bristol,BRS,EGGD,Europe/London,2025-05-02 05:25:00,2025-05-02 05:22:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 07:55:00,2025-05-03 07:35:00
FR 7274,RYR83CJ,Arrived,Ryanair,FR,RYR,SP-RZE,Boeing 737,Zadar,ZAD,LDZD,Europe/Zagreb,2025-05-02 06:55:00,2025-05-02 06:55:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 08:30:00,2025-05-03 08:06:00
U2 8821,EZY48UK,Arrived,easyJet,U2,EZY,G-EZDH,Airbus A319,London,LGW,EGKK,Europe/London,2025-05-02 05:55:00,2025-05-02 06:13:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 08:25:00,2025-05-03 08:11:00
FR 2723,,Arrived,Ryanair,FR,RYR,,Boeing 737,Bari,BRI,LIBD,Europe/Rome,2025-05-02 06:15:00,2025-05-02 06:15:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 08:05:00,2025-05-03 08:19:00
W6 2072,WZZ976,Arrived,Wizz Air,W6,WZZ,9H-WNJ,Airbus A320,Nice,NCE,LFMN,Europe/Paris,2025-05-02 06:25:00,2025-05-02 06:39:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 08:30:00,2025-05-03 08:21:00
FR 4934,RYR97RG,Arrived,Ryanair,FR,RYR,SP-RSH,Boeing 737-800,Brussels,CRL,EBCI,Europe/Brussels,2025-05-02 06:40:00,2025-05-02 06:55:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 08:35:00,2025-05-03 08:26:00
FR 3046,RYR397V,Arrived,Ryanair,FR,RYR,9H-QBF,Boeing 737-800,Pescara,PSR,LIBP,Europe/Rome,2025-05-02 07:15:00,2025-05-02 07:15:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 09:05:00,2025-05-03 08:38:00
W6 2044,WZZ655,Arrived,Wizz Air,W6,WZZ,HA-LVP,Airbus A320,Stavanger,SVG,ENZV,Europe/Oslo,2025-05-02 06:55:00,2025-05-02 06:55:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 09:00:00,2025-05-03 08:50:00
FR 4511,RYR97EU,Arrived,Ryanair,FR,RYR,9H-QBT,Boeing 737-800,Palma De Mallorca,PMI,LEPA,Europe/Madrid,2025-05-02 06:30:00,2025-05-02 06:23:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 09:15:00,2025-05-03 09:00:00
FR 3436,RYR7SB,Arrived,Ryanair,FR,RYR,SP-RZI,Boeing 737 MAX 8,Beauvais/Tillé,BVA,LFOB,Europe/Paris,2025-05-02 07:10:00,2025-05-02 07:22:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 09:20:00,2025-05-03 09:06:00
FR 889,RYR76AP,Departed,Ryanair,FR,RYR,9H-VUW,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 21:20:00,2025-05-02 21:20:00,Bergamo,BGY,LIME,Europe/Rome,2025-05-02 23:10:00,2025-05-02 23:10:00
FR 1812,RYR994W,Departed,Ryanair,FR,RYR,9H-VUN,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 21:25:00,2025-05-02 21:25:00,London,LTN,EGGW,Europe/London,2025-05-02 23:55:00,2025-05-02 23:55:00
G9 966,ABY966,Departed,Air Arabia,G9,ABY,A6-ANM,Airbus A320 (Sharklets),Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 21:50:00,2025-05-02 21:50:00,Sharjah,SHJ,OMSJ,Asia/Dubai,2025-05-03 03:25:00,2025-05-03 03:25:00
RR 7199,RYS7199,Departed,Buzz (Ryanair Sun),RR,RYS,SP-RSH,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 22:05:00,2025-05-02 22:05:00,Antalya,AYT,LTAI,Europe/Istanbul,,
W6 2047,WZZ3081,Departed,Wizz Air,W6,WZZ,HA-LVP,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 03:30:00,2025-05-03 03:30:00,Barcelona,BCN,LEBL,Europe/Madrid,2025-05-03 06:20:00,2025-05-03 06:24:00
W6 2097,WZZ8416,Departed,Wizz Air,W6,WZZ,9H-WNJ,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 03:40:00,2025-05-03 03:40:00,Tel Aviv Yafo,TLV,LLBG,Asia/Jerusalem,2025-05-03 07:15:00,2025-05-03 07:15:00
LO 3910,LOT3910,Departed,LOT - Polish,LO,LOT,SP-LDK,Embraer 170,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 03:40:00,2025-05-03 03:40:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-03 04:30:00,2025-05-03 04:25:00
FR 7932,RYR88LJ,Departed,Ryanair,FR,RYR,SP-RZF,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 03:45:00,2025-05-03 03:45:00,Pisa,PSA,LIRP,Europe/Rome,2025-05-03 05:45:00,2025-05-03 05:13:00
FR 2724,RYR1HD,Departed,Ryanair,FR,RYR,SP-RZH,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 03:45:00,2025-05-03 03:45:00,Copenhagen,CPH,EKCH,Europe/Copenhagen,2025-05-03 05:25:00,2025-05-03 05:25:00
FR 8843,RYR8843,Departed,Ryanair,FR,RYR,SP-RKC,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 03:50:00,2025-05-03 03:50:00,Aberdeen,ABZ,EGPD,Europe/London,2025-05-03 06:30:00,2025-05-03 06:25:00
W6 2079,WZZ22AU,Departed,Wizz Air,W6,WZZ,HA-LXV,Airbus A321,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 04:00:00,2025-05-03 04:00:00,Valencia,VLC,LEVC,Europe/Madrid,2025-05-03 06:50:00,2025-05-03 07:14:00
W6 2001,WZZ1GP,Departed,Wizz Air,W6,WZZ,9H-WDX,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 04:00:00,2025-05-03 04:00:00,London,LTN,EGGW,Europe/London,2025-05-03 06:35:00,2025-05-03 06:35:00
LH 1627,DLH1YY,Departed,Lufthansa,LH,DLH,D-AIUD,Airbus A320 (Sharklets),Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 04:00:00,2025-05-03 04:00:00,Munich,MUC,EDDM,Europe/Berlin,2025-05-03 05:20:00,2025-05-03 05:05:00
FR 6216,RYR2FJ,Departed,Ryanair,FR,RYR,SP-RNK,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 04:05:00,2025-05-03 04:05:00,Torp,TRF,ENTO,Europe/Oslo,2025-05-03 06:10:00,2025-05-03 06:10:00
FR 4203,RYR15VD,Departed,Ryanair,FR,RYR,SP-RSD,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 04:10:00,2025-05-03 04:10:00,Glasgow,GLA,EGPF,Europe/London,2025-05-03 07:00:00,2025-05-03 06:58:00
FR 2333,RYR93QV,Departed,Ryanair,FR,RYR,SP-RZK,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 04:10:00,2025-05-03 04:10:00,Leeds,LBA,EGNM,Europe/London,2025-05-03 06:40:00,2025-05-03 06:32:00
LH 1371,DLH7VT,Departed,Lufthansa,LH,DLH,D-AIWJ,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 04:10:00,2025-05-03 04:10:00,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-03 05:50:00,2025-05-03 05:48:00
FR 7115,RYR23QU,Departed,Ryanair,FR,RYR,SP-RZI,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 04:30:00,2025-05-03 04:30:00,Luqa,MLA,LMML,Europe/Malta,2025-05-03 07:10:00,2025-05-03 07:10:00
FR 2726,RYR57KA,Departed,Ryanair,FR,RYR,SP-RZE,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 04:30:00,2025-05-03 04:30:00,Catania,CTA,LICC,Europe/Rome,2025-05-03 07:05:00,2025-05-03 06:40:00
KL 1322,KLM1322,Departed,KLM,KL,KLM,PH-NXL,Embraer 195,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 04:35:00,2025-05-03 04:35:00,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-03 06:35:00,2025-05-03 06:38:00
OS 600,AUA600,Departed,Austrian,OS,AUA,SE-MKI,ATR 72,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 04:45:00,2025-05-03 04:45:00,Vienna,VIE,LOWW,Europe/Vienna,2025-05-03 06:05:00,2025-05-03 05:36:00
FR 1469,RYR46SE,Departed,Ryanair,FR,RYR,SP-RZB,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 04:55:00,2025-05-03 04:55:00,Roma,CIA,LIRA,Europe/Rome,2025-05-03 06:55:00,2025-05-03 06:41:00
LO 139,LOT7LZ,Departed,LOT - Polish,LO,LOT,SP-LVN,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 05:00:00,2025-05-03 05:00:00,Istanbul,IST,LTFM,Europe/Istanbul,2025-05-03 07:30:00,2025-05-03 07:05:00
XQ 433,SXS5R,Departed,Sun Express,XQ,SXS,TC-SOD,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 05:55:00,2025-05-03 05:55:00,Antalya,AYT,LTAI,Europe/Istanbul,2025-05-03 08:40:00,2025-05-03 08:40:00
FR 3505,RYR66YY,Departed,Ryanair,FR,RYR,SP-RZO,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 06:10:00,2025-05-03 06:10:00,Bergamo,BGY,LIME,Europe/Rome,2025-05-03 08:00:00,2025-05-03 08:00:00
FR 42,RYR29VA,Departed,Ryanair,FR,RYR,SP-RSH,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 06:35:00,2025-05-03 06:35:00,Eindhoven,EIN,EHEH,Europe/Amsterdam,2025-05-03 08:30:00,2025-05-03 08:12:00
FR 4636,RYR4636,Departed,Ryanair,FR,RYR,9H-QDS,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 06:40:00,2025-05-03 06:40:00,Stockholm,ARN,ESSA,Europe/Stockholm,2025-05-03 08:40:00,2025-05-03 08:23:00
LO 3904,LOT3904,Departed,LOT - Polish,LO,LOT,SP-LMF,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 06:50:00,2025-05-03 06:50:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-03 07:40:00,2025-05-03 07:30:00
AY 1162,FIN9DZ,Departed,Finnair,AY,FIN,OH-LXA,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 06:55:00,2025-05-03 06:55:00,Helsinki,HEL,EFHK,Europe/Helsinki,2025-05-03 08:45:00,2025-05-03 08:44:00
FH 760,FHY760,Departed,Freebird,FH,FHY,TC-FHN,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 07:00:00,2025-05-03 07:00:00,Antalya,AYT,LTAI,Europe/Istanbul,,
FR 9949,RYR48CH,Departed,Ryanair,FR,RYR,EI-DWG,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 07:15:00,2025-05-03 07:15:00,Toulouse-Blagnac,TLS,LFBO,Europe/Paris,2025-05-03 10:00:00,2025-05-03 10:00:00
LX 1371,SWR4QZ,Departed,SWISS,LX,SWR,HB-JVO,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 07:25:00,2025-05-03 07:25:00,Zurich,ZRH,LSZH,Europe/Zurich,2025-05-03 09:10:00,2025-05-03 09:12:00
LH 1621,DLH3CJ,Departed,Lufthansa,LH,DLH,D-ACNX,Canadair CRJ 900NG,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 07:35:00,2025-05-03 07:35:00,Munich,MUC,EDDM,Europe/Berlin,2025-05-03 08:55:00,2025-05-03 08:40:00
TK 1272,THY28H,Departed,Turkish,TK,THY,TC-JVV,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 07:40:00,2025-05-03 07:40:00,Istanbul,IST,LTFM,Europe/Istanbul,2025-05-03 10:10:00,2025-05-03 09:45:00
FR 1725,RYR91JG,Departed,Ryanair,FR,RYR,9H-VVQ,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 07:45:00,2025-05-03 07:45:00,Nottingham,EMA,EGNX,Europe/London,2025-05-03 10:20:00,2025-05-03 10:18:00
FR 2611,RYR3AN,Departed,Ryanair,FR,RYR,SP-RZH,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 07:50:00,2025-05-03 07:50:00,Athens,ATH,LGAV,Europe/Athens,2025-05-03 10:10:00,2025-05-03 10:16:00
DY 1041,NOZ4TL,Departed,Norwegian Air Shuttle,DY,NOZ,SE-RPD,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 07:55:00,2025-05-03 07:55:00,Oslo,OSL,ENGM,Europe/Oslo,2025-05-03 10:00:00,2025-05-03 09:54:00
FR 6625,RYR29HK,Departed,Ryanair,FR,RYR,EI-DCM,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 07:55:00,2025-05-03 07:55:00,Edinburgh,EDI,EGPH,Europe/London,2025-05-03 10:45:00,2025-05-03 10:40:00
FR 3036,RYR11SX,Departed,Ryanair,FR,RYR,EI-DCL,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 08:00:00,2025-05-03 08:00:00,Barcelona,BCN,LEBL,Europe/Madrid,2025-05-03 10:50:00,2025-05-03 10:48:00
FR 1902,RYR1VA,Departed,Ryanair,FR,RYR,EI-IJA,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 08:00:00,2025-05-03 08:00:00,Dublin,DUB,EIDW,Europe/Dublin,2025-05-03 11:00:00,2025-05-03 11:00:00
SK 1736,SAS69B,Departed,SAS,SK,SAS,EI-GEA,Canadair CRJ 900,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 08:10:00,2025-05-03 08:10:00,Copenhagen,CPH,EKCH,Europe/Copenhagen,2025-05-03 09:40:00,2025-05-03 09:28:00
U2 4668,EJU76TJ,Departed,easyJet,U2,EZY,OE-IZF,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 08:15:00,2025-05-03 08:15:00,Paris,CDG,LFPG,Europe/Paris,2025-05-03 10:35:00,2025-05-03 10:12:00
EC 4668,EJU76TJ,Departed,EasyJet Europe,EC,EJU,OE-IZF,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 08:15:00,2025-05-03 08:15:00,Paris,CDG,LFPG,Europe/Paris,2025-05-03 10:35:00,2025-05-03 10:12:00
FR 3716,RYR93XJ,Departed,Ryanair,FR,RYR,SP-RZF,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 08:30:00,2025-05-03 08:30:00,Burgas,BOJ,LBBG,Europe/Sofia,2025-05-03 10:25:00,2025-05-03 10:25:00
FR 8672,RYR39HH,Departed,Ryanair,FR,RYR,9H-QEQ,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 08:45:00,2025-05-03 08:45:00,Girona,GRO,LEGE,Europe/Madrid,2025-05-03 11:25:00,2025-05-03 11:56:00
4M 883,,Arrived,LATAM Argentina,4M,DSM,,,Antalya,AYT,LTAI,Europe/Istanbul,,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 09:45:00,2025-05-03 09:11:00
FR 6783,RYR4LX,Arrived,Ryanair,FR,RYR,SP-RKC,Boeing 737-800,Trieste,TRS,LIPQ,Europe/Rome,2025-05-02 08:00:00,2025-05-02 08:06:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 09:20:00,2025-05-03 09:18:00
AY 1165,FIN1EG,Arrived,Finnair,AY,FIN,OH-LKN,Embraer 190,Helsinki,HEL,EFHK,Europe/Helsinki,2025-05-02 07:45:00,2025-05-02 07:37:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 09:45:00,2025-05-03 09:26:00
DY 1028,NOZ28V,Arrived,Norwegian Air Shuttle,DY,NOZ,LN-ENN,Boeing 737-800,Bergen,BGO,ENBR,Europe/Oslo,2025-05-02 08:00:00,2025-05-02 07:54:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 10:20:00,2025-05-03 09:59:00
LH 1364,DLH3NE,Arrived,Lufthansa,LH,DLH,D-AILF,Airbus A320 NEO,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-02 08:30:00,2025-05-02 08:30:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 10:05:00,2025-05-03 10:06:00
FR 2023,RYR59QF,Arrived,Ryanair,FR,RYR,SP-RSN,Boeing 737-800,Dublin,DUB,EIDW,Europe/Dublin,2025-05-02 07:30:00,2025-05-02 07:30:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 10:20:00,2025-05-03 10:13:00
FR 3052,RYR17XX,Arrived,Ryanair,FR,RYR,SP-RNK,Boeing 737-800,Souda,CHQ,LGSA,Europe/Athens,2025-05-02 08:00:00,2025-05-02 08:00:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 10:50:00,2025-05-03 10:37:00
D8 3807,NSZ3807,Arrived,Norwegian Air Sweden,D8,NSZ,SE-RPM,Boeing 737-800,Stockholm,ARN,ESSA,Europe/Stockholm,2025-05-02 09:30:00,2025-05-02 09:35:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 11:20:00,2025-05-03 11:12:00
FR 82,RYR81NE,Arrived,Ryanair,FR,RYR,EI-HAX,Boeing 737,Roma,CIA,LIRA,Europe/Rome,2025-05-02 09:40:00,2025-05-02 09:40:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 11:35:00,2025-05-03 11:23:00
PC 1545,PGT1545,Arrived,Pegasus,PC,PGT,TC-NCR,Airbus A320,İzmir,ADB,LTBJ,Europe/Istanbul,2025-05-02 09:00:00,2025-05-02 09:28:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 11:40:00,2025-05-03 11:39:00
LX 1372,SWR815Q,Arrived,SWISS,LX,SWR,HB-JVM,Embraer 195,Zurich,ZRH,LSZH,Europe/Zurich,2025-05-02 10:10:00,2025-05-02 10:23:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 11:50:00,2025-05-03 11:41:00
EW 9732,EWG3EC,Arrived,Eurowings,EW,EWG,9H-EXT,Airbus A319,Düsseldorf,DUS,EDDL,Europe/Berlin,2025-05-02 10:30:00,2025-05-02 10:40:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 12:15:00,2025-05-03 12:10:00
FR 3038,RYR23CT,Arrived,Ryanair,FR,RYR,SP-RZO,Boeing 737,Treviso,TSF,LIPH,Europe/Rome,2025-05-02 10:40:00,2025-05-02 11:14:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 12:15:00,2025-05-03 12:25:00
EW 2734,EWG2734,Arrived,Eurowings,EW,EWG,D-AGWB,Airbus A319,Stuttgart,STR,EDDS,Europe/Berlin,2025-05-02 11:40:00,2025-05-02 11:30:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 13:15:00,2025-05-03 12:53:00
FR 8403,,Arrived,Ryanair,FR,RYR,,Boeing 737-800,Tirana,TIA,LATI,Europe/Tirane,2025-05-02 11:25:00,2025-05-02 11:25:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 13:10:00,2025-05-03 13:10:00
FR 236,,Arrived,Ryanair,FR,RYR,,Boeing 737-800,Gdańsk,GDN,EPGD,Europe/Warsaw,2025-05-02 12:35:00,2025-05-02 12:35:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 13:50:00,2025-05-03 13:23:00
U2 3053,EZY67MR,Arrived,easyJet,U2,EZY,G-EZFV,Airbus A319,Belfast,BFS,EGAA,Europe/London,2025-05-02 11:45:00,2025-05-02 11:55:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 14:35:00,2025-05-03 14:16:00
FR 3535,RYR73YA,Arrived,Ryanair,FR,RYR,SP-RZE,Boeing 737,Bergamo,BGY,LIME,Europe/Rome,2025-05-02 13:20:00,2025-05-02 13:30:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 15:00:00,2025-05-03 14:46:00
W6 2068,,Arrived,Wizz Air,W6,WZZ,,Airbus A320,Milan,MXP,LIMC,Europe/Rome,2025-05-02 13:15:00,2025-05-02 13:15:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 15:10:00,2025-05-03 14:49:00
FR 6963,RYR7LY,Arrived,Ryanair,FR,RYR,SP-RZI,Boeing 737 MAX 8,Kerkyra Island,CFU,LGKR,Europe/Athens,2025-05-02 13:10:00,2025-05-02 13:10:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 15:15:00,2025-05-03 15:07:00
FR 2838,RYR64JU,Arrived,Ryanair,FR,RYR,EI-IGW,Boeing 737,Faro,FAO,LPFR,Europe/Lisbon,2025-05-02 12:05:00,2025-05-02 12:30:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 15:55:00,2025-05-03 15:49:00
KL 1329,KLM1329,Arrived,KLM,KL,KLM,PH-EXR,Embraer 175,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-02 14:40:00,2025-05-02 14:53:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 16:30:00,2025-05-03 16:45:00
FR 5516,RYR7XB,Arrived,Ryanair,FR,RYR,SP-RZB,Boeing 737,Bristol,BRS,EGGD,Europe/London,2025-05-02 14:10:00,2025-05-02 14:41:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 16:40:00,2025-05-03 16:47:00
LS 1901,EXS32X,Arrived,Jet2,LS,EXS,G-DRTW,Boeing 737-800,Newcastle upon Tyne,NCL,EGNT,Europe/London,2025-05-02 14:35:00,2025-05-02 14:53:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 17:10:00,2025-05-03 16:53:00
FR 4491,,Arrived,Ryanair,FR,RYR,,Boeing 737,Ancona,AOI,LIPY,Europe/Rome,2025-05-02 15:45:00,2025-05-02 15:45:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 17:20:00,2025-05-03 17:09:00
FR 1312,RYR76VM,Arrived,Ryanair,FR,RYR,EI-EVM,Boeing 737-800,Seville,SVQ,LEZL,Europe/Madrid,2025-05-02 13:55:00,2025-05-02 13:56:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 17:35:00,2025-05-03 17:20:00
FR 9279,RYR67JJ,Arrived,Ryanair,FR,RYR,9H-QBP,Boeing 737-800,Agadir,AGA,GMAD,Africa/Casablanca,2025-05-02 13:15:00,2025-05-02 13:15:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 17:45:00,2025-05-03 17:24:00
FR 2371,RYR90JG,Arrived,Ryanair,FR,RYR,SP-RNK,Boeing 737-800,Tarbes/Lourdes/Pyrénées,LDE,LFBT,Europe/Paris,2025-05-02 14:55:00,2025-05-02 15:17:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 17:30:00,2025-05-03 17:28:00
FR 2362,RYR9FK,Arrived,Ryanair,FR,RYR,9H-QDV,Boeing 737-800,London,STN,EGSS,Europe/London,2025-05-02 15:30:00,2025-05-02 15:31:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 17:45:00,2025-05-03 17:36:00
FR 3698,RYR32UE,Arrived,Ryanair,FR,RYR,SP-RZO,Boeing 737,Beauvais/Tillé,BVA,LFOB,Europe/Paris,2025-05-02 15:45:00,2025-05-02 16:18:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 17:55:00,2025-05-03 17:58:00
LS 113,EXS19BR,Arrived,Jet2,LS,EXS,G-JZDH,Boeing 737-800,Glasgow,GLA,EGPF,Europe/London,2025-05-02 15:35:00,2025-05-02 15:48:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:20:00,2025-05-03 18:01:00
FR 8673,RYR38RT,Arrived,Ryanair,FR,RYR,9H-QEQ,Boeing 737-800,Girona,GRO,LEGE,Europe/Madrid,2025-05-02 14:55:00,2025-05-02 15:42:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 17:30:00,2025-05-03 18:04:00
LS 295,EXS4KT,Arrived,Jet2,LS,EXS,G-JZHH,Boeing 737-800,Leeds,LBA,EGNM,Europe/London,2025-05-02 15:15:00,2025-05-02 15:50:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 17:50:00,2025-05-03 18:06:00
